layer,train_input,test_input,subset,fold,auroc,n,pos
16,cq,cq,C+,0,0.7644204851752021,123,70
16,cq,cq,C+,1,0.8152105593966059,123,86
16,cq,cq,C+,2,0.8340548340548339,122,77
16,cq,cq,C+,3,0.8519281719163968,122,79
16,cq,cq,C+,4,0.7908549783549783,122,66
16,cq,cq,C-,oof,0.8023447745669968,612,378
16,cq,cq,C-,0,0.7514824797843664,123,70
16,cq,cq,C-,1,0.8296668761785041,123,86
16,cq,cq,C-,2,0.8282828282828283,122,77
16,cq,cq,C-,3,0.8481012658227848,122,79
16,cq,cq,C-,4,0.773538961038961,122,66
16,cq,q,all,oof,0.6955863066974178,1224,756
16,cq,q,all,0,0.7072776280323451,246,140
16,cq,q,all,1,0.7705845380263985,246,172
16,cq,q,all,2,0.643001443001443,244,154
16,cq,q,all,3,0.7394760082425669,244,158
16,cq,q,all,4,0.6279761904761905,244,132
16,cq,q,C+,oof,0.6955863066974177,612,378
16,cq,q,C+,0,0.7072776280323451,123,70
16,cq,q,C+,1,0.7705845380263985,123,86
16,cq,q,C+,2,0.643001443001443,122,77
16,cq,q,C+,3,0.7394760082425669,122,79
16,cq,q,C+,4,0.6279761904761906,122,66
16,cq,q,C-,oof,0.6955863066974177,612,378
16,cq,q,C-,0,0.7072776280323451,123,70
16,cq,q,C-,1,0.7705845380263985,123,86
16,cq,q,C-,2,0.643001443001443,122,77
16,cq,q,C-,3,0.7394760082425669,122,79
16,cq,q,C-,4,0.6279761904761906,122,66
17,q,q,all,oof,0.8513996291774071,1224,756
17,q,q,all,0,0.8266846361185983,246,140
17,q,q,all,1,0.8856065367693274,246,172
17,q,q,all,2,0.8701298701298701,244,154
17,q,q,all,3,0.8589932293199882,244,158
17,q,q,all,4,0.8341450216450217,244,132
17,q,q,C+,oof,0.8513996291774071,612,378
17,q,q,C+,0,0.8266846361185983,123,70
17,q,q,C+,1,0.8856065367693274,123,86
17,q,q,C+,2,0.8701298701298701,122,77
17,q,q,C+,3,0.8589932293199882,122,79
17,q,q,C+,4,0.8341450216450217,122,66
17,q,q,C-,oof,0.8513996291774071,612,378
17,q,q,C-,0,0.8266846361185983,123,70
17,q,q,C-,1,0.8856065367693274,123,86
17,q,q,C-,2,0.8701298701298701,122,77
17,q,q,C-,3,0.8589932293199882,122,79
17,q,q,C-,4,0.8341450216450217,122,66
17,q,cq,all,oof,0.6335554877221543,1224,756
17,q,cq,all,0,0.7088274932614554,246,140
17,q,cq,all,1,0.6400848522941546,246,172
17,q,cq,all,2,0.643073593073593,244,154
17,q,cq,all,3,0.6496173093906388,244,158
17,q,cq,all,4,0.5856331168831169,244,132
17,q,cq,C+,oof,0.6299574910686021,612,378
17,q,cq,C+,0,0.7105121293800539,123,70
17,q,cq,C+,1,0.6568196103079824,123,86
17,q,cq,C+,2,0.6294372294372295,122,77
17,q,cq,C+,3,0.6273182219605534,122,79
17,q,cq,C+,4,0.5911796536796536,122,66
17,q,cq,C-,oof,0.6420883643105865,612,378
17,q,cq,C-,0,0.7102425876010782,123,70
17,q,cq,C-,1,0.6354494028912633,123,86
17,q,cq,C-,2,0.658008658008658,122,77
17,q,cq,C-,3,0.6761848690020608,122,79
17,q,cq,C-,4,0.5876623376623377,122,66
17,cq,cq,all,oof,0.8103010672455118,1224,756
17,cq,cq,all,0,0.7719676549865229,246,140
17,cq,cq,all,1,0.815681961030798,246,172
17,cq,cq,all,2,0.8556998556998557,244,154
17,cq,cq,all,3,0.8525905210479835,244,158
17,cq,cq,all,4,0.7858495670995671,244,132
17,cq,cq,C+,oof,0.8171550671550671,612,378
17,cq,cq,C+,0,0.7749326145552561,123,70
17,cq,cq,C+,1,0.8290383406662476,123,86
17,cq,cq,C+,2,0.8600288600288599,122,77
17,cq,cq,C+,3,0.8531056814836621,122,79
17,cq,cq,C+,4,0.799512987012987,122,66
17,cq,cq,C-,oof,0.8037692759914982,612,378
17,cq,cq,C-,0,0.7714285714285715,123,70
17,cq,cq,C-,1,0.8048397234443745,123,86
17,cq,cq,C-,2,0.8490620490620491,122,77
17,cq,cq,C-,3,0.850161907565499,122,79
17,cq,cq,C-,4,0.774621212121212,122,66
17,cq,q,all,oof,0.708712069823181,1224,756
17,cq,q,all,0,0.678167115902965,246,140
17,cq,q,all,1,0.8158390949088624,246,172
17,cq,q,all,2,0.718037518037518,244,154
17,cq,q,all,3,0.7221077421254049,244,158
17,cq,q,all,4,0.6737012987012988,244,132
17,cq,q,C+,oof,0.708712069823181,612,378
17,cq,q,C+,0,0.678167115902965,123,70
17,cq,q,C+,1,0.8158390949088623,123,86
17,cq,q,C+,2,0.718037518037518,122,77
17,cq,q,C+,3,0.7221077421254049,122,79
17,cq,q,C+,4,0.6737012987012988,122,66
17,cq,q,C-,oof,0.708712069823181,612,378
17,cq,q,C-,0,0.678167115902965,123,70
17,cq,q,C-,1,0.8158390949088623,123,86
17,cq,q,C-,2,0.718037518037518,122,77
17,cq,q,C-,3,0.7221077421254049,122,79
17,cq,q,C-,4,0.6737012987012988,122,66
18,q,q,all,oof,0.8547573825351603,1224,756
18,q,q,all,0,0.8250673854447439,246,140
18,q,q,all,1,0.8868636077938404,246,172
18,q,q,all,2,0.8640692640692641,244,154
18,q,q,all,3,0.865469531939947,244,158
18,q,q,all,4,0.8590367965367967,244,132
18,q,q,C+,oof,0.8547573825351603,612,378
18,q,q,C+,0,0.8250673854447439,123,70
18,q,q,C+,1,0.8868636077938404,123,86
18,q,q,C+,2,0.8640692640692641,122,77
18,q,q,C+,3,0.865469531939947,122,79
18,q,q,C+,4,0.8590367965367967,122,66
18,q,q,C-,oof,0.8547573825351603,612,378
18,q,q,C-,0,0.8250673854447439,123,70
18,q,q,C-,1,0.8868636077938404,123,86
18,q,q,C-,2,0.8640692640692641,122,77
18,q,q,C-,3,0.865469531939947,122,79
18,q,q,C-,4,0.8590367965367967,122,66
18,q,cq,all,oof,0.631568534346312,1224,756
18,q,cq,all,0,0.6955525606469002,246,140
18,q,cq,all,1,0.6397705845380264,246,172
18,q,cq,all,2,0.6414862914862914,244,154
18,q,cq,all,3,0.655431262879011,244,158
18,q,cq,all,4,0.5834009740259739,244,132
18,q,cq,C+,oof,0.6210487043820377,612,378
18,q,cq,C+,0,0.6943396226415095,123,70
18,q,cq,C+,1,0.6439346323067253,123,86
18,q,cq,C+,2,0.6173160173160173,122,77
18,q,cq,C+,3,0.6329113924050634,122,79
18,q,cq,C+,4,0.583874458874459,122,66
18,q,cq,C-,oof,0.6456157011712567,612,378
18,q,cq,C-,0,0.7021563342318058,123,70
18,q,cq,C-,1,0.6442489000628535,123,86
18,q,cq,C-,2,0.6692640692640692,122,77
18,q,cq,C-,3,0.6820724168383868,122,79
18,q,cq,C-,4,0.5917207792207793,122,66
18,cq,cq,all,oof,0.8012594401483291,1224,756
18,cq,cq,all,0,0.7352425876010782,246,140
18,cq,cq,all,1,0.8332809553739785,246,172
18,cq,cq,all,2,0.8581529581529581,244,154
18,cq,cq,all,3,0.8356638210185459,244,158
18,cq,cq,all,4,0.7761093073593074,244,132
18,cq,cq,C+,oof,0.8050807217473883,612,378
18,cq,cq,C+,0,0.7409703504043127,123,70
18,cq,cq,C+,1,0.8346951602765555,123,86
18,cq,cq,C+,2,0.8643578643578643,122,77
18,cq,cq,C+,3,0.8401530762437444,122,79
18,cq,cq,C+,4,0.7762445887445888,122,66
18,cq,cq,C-,oof,0.7982408537964093,612,378
18,cq,cq,C-,0,0.732345013477089,123,70
18,cq,cq,C-,1,0.8318667504714017,123,86
18,cq,cq,C-,2,0.8487734487734488,122,77
18,cq,cq,C-,3,0.8310273770974389,122,79
18,cq,cq,C-,4,0.7767857142857143,122,66
18,cq,q,all,oof,0.6881811604033826,1224,756
18,cq,q,all,0,0.6649595687331535,246,140
18,cq,q,all,1,0.8054682589566309,246,172
18,cq,q,all,2,0.6704184704184705,244,154
18,cq,q,all,3,0.6985575507801001,244,158
18,cq,q,all,4,0.6566558441558442,244,132
18,cq,q,C+,oof,0.6881811604033826,612,378
18,cq,q,C+,0,0.6649595687331535,123,70
18,cq,q,C+,1,0.8054682589566309,123,86
18,cq,q,C+,2,0.6704184704184705,122,77
18,cq,q,C+,3,0.6985575507801001,122,79
18,cq,q,C+,4,0.6566558441558441,122,66
18,cq,q,C-,oof,0.6881811604033826,612,378
18,cq,q,C-,0,0.6649595687331535,123,70
18,cq,q,C-,1,0.8054682589566309,123,86
18,cq,q,C-,2,0.6704184704184705,122,77
18,cq,q,C-,3,0.6985575507801001,122,79
18,cq,q,C-,4,0.6566558441558441,122,66
19,q,q,all,oof,0.8636548636548635,1224,756
19,q,q,all,0,0.832345013477089,246,140
19,q,q,all,1,0.8702074167190446,246,172
19,q,q,all,2,0.8906204906204906,244,154
19,q,q,all,3,0.8840153076243744,244,158
19,q,q,all,4,0.862012987012987,244,132
19,q,q,C+,oof,0.8636548636548637,612,378
19,q,q,C+,0,0.8323450134770889,123,70
19,q,q,C+,1,0.8702074167190446,123,86
19,q,q,C+,2,0.8906204906204906,122,77
19,q,q,C+,3,0.8840153076243744,122,79
19,q,q,C+,4,0.862012987012987,122,66
19,q,q,C-,oof,0.8636548636548637,612,378
19,q,q,C-,0,0.8323450134770889,123,70
19,q,q,C-,1,0.8702074167190446,123,86
19,q,q,C-,2,0.8906204906204906,122,77
19,q,q,C-,3,0.8840153076243744,122,79
19,q,q,C-,4,0.862012987012987,122,66
19,q,cq,all,oof,0.6412800162800163,1224,756
19,q,cq,all,0,0.6601078167115904,246,140
19,q,cq,all,1,0.6246071653048397,246,172
19,q,cq,all,2,0.661904761904762,244,154
19,q,cq,all,3,0.6876655872828967,244,158
19,q,cq,all,4,0.5982819264069265,244,132
19,q,cq,C+,oof,0.6341292452403564,612,378
19,q,cq,C+,0,0.667654986522911,123,70
19,q,cq,C+,1,0.6247642991829039,123,86
19,q,cq,C+,2,0.6375180375180376,122,77
19,q,cq,C+,3,0.6667647924639387,122,79
19,q,cq,C+,4,0.5992965367965368,122,66
19,q,cq,C-,oof,0.6538235427124316,612,378
19,q,cq,C-,0,0.6576819407008085,123,70
19,q,cq,C-,1,0.6370207416719045,123,86
19,q,cq,C-,2,0.6868686868686869,122,77
19,q,cq,C-,3,0.7218133647335885,122,79
19,q,cq,C-,4,0.6003787878787878,122,66
19,cq,cq,all,oof,0.8056346945235834,1224,756
19,cq,cq,all,0,0.7426549865229111,246,140
19,cq,cq,all,1,0.8269956002514143,246,172
19,cq,cq,all,2,0.8430014430014431,244,154
19,cq,cq,all,3,0.8657639093317633,244,158
19,cq,cq,all,4,0.7833468614718614,244,132
19,cq,cq,C+,oof,0.8055781666892777,612,378
19,cq,cq,C+,0,0.749056603773585,123,70
19,cq,cq,C+,1,0.8277812696417347,123,86
19,cq,cq,C+,2,0.8496392496392495,122,77
19,cq,cq,C+,3,0.8654695319399469,122,79
19,cq,cq,C+,4,0.7729978354978355,122,66
19,cq,cq,C-,oof,0.8060869171980282,612,378
19,cq,cq,C-,0,0.7377358490566037,123,70
19,cq,cq,C-,1,0.823695788812068,123,86
19,cq,cq,C-,2,0.8357864357864359,122,77
19,cq,cq,C-,3,0.8690020606417427,122,79
19,cq,cq,C-,4,0.7949134199134199,122,66
19,cq,q,all,oof,0.7196106362773029,1224,756
19,cq,q,all,0,0.7339622641509433,246,140
19,cq,q,all,1,0.7781269641734758,246,172
19,cq,q,all,2,0.6972582972582972,244,154
19,cq,q,all,3,0.7497792169561378,244,158
19,cq,q,all,4,0.6864177489177489,244,132
19,cq,q,C+,oof,0.7196106362773029,612,378
19,cq,q,C+,0,0.7339622641509433,123,70
19,cq,q,C+,1,0.7781269641734759,123,86
19,cq,q,C+,2,0.6972582972582971,122,77
19,cq,q,C+,3,0.7497792169561377,122,79
19,cq,q,C+,4,0.6864177489177489,122,66
19,cq,q,C-,oof,0.7196106362773029,612,378
19,cq,q,C-,0,0.7339622641509433,123,70
19,cq,q,C-,1,0.7781269641734759,123,86
19,cq,q,C-,2,0.6972582972582971,122,77
19,cq,q,C-,3,0.7497792169561377,122,79
19,cq,q,C-,4,0.6864177489177489,122,66
20,q,q,all,oof,0.8621060009948899,1224,756
20,q,q,all,0,0.8361185983827494,246,140
20,q,q,all,1,0.8645505971087366,246,172
20,q,q,all,2,0.8911976911976912,244,154
20,q,q,all,3,0.9037385928760671,244,158
20,q,q,all,4,0.8557900432900434,244,132
20,q,q,C+,oof,0.8621060009948899,612,378
20,q,q,C+,0,0.8361185983827494,123,70
20,q,q,C+,1,0.8645505971087366,123,86
20,q,q,C+,2,0.8911976911976912,122,77
20,q,q,C+,3,0.9037385928760671,122,79
20,q,q,C+,4,0.8557900432900433,122,66
20,q,q,C-,oof,0.8621060009948899,612,378
20,q,q,C-,0,0.8361185983827494,123,70
20,q,q,C-,1,0.8645505971087366,123,86
20,q,q,C-,2,0.8911976911976912,122,77
20,q,q,C-,3,0.9037385928760671,122,79
20,q,q,C-,4,0.8557900432900433,122,66
20,q,cq,all,oof,0.6515341654230543,1224,756
20,q,cq,all,0,0.6880727762803234,246,140
20,q,cq,all,1,0.6001728472658705,246,172
20,q,cq,all,2,0.679148629148629,244,154
20,q,cq,all,3,0.7046658816602884,244,158
20,q,cq,all,4,0.606939935064935,244,132
20,q,cq,C+,oof,0.6393411115633338,612,378
20,q,cq,C+,0,0.6846361185983828,123,70
20,q,cq,C+,1,0.6030798240100566,123,86
20,q,cq,C+,2,0.6447330447330446,122,77
20,q,cq,C+,3,0.6858993229319987,122,79
20,q,cq,C+,4,0.6125541125541125,122,66
20,q,cq,C-,oof,0.6686903631348076,612,378
20,q,cq,C-,0,0.694609164420485,123,70
20,q,cq,C-,1,0.6030798240100566,123,86
20,q,cq,C-,2,0.7206349206349206,122,77
20,q,cq,C-,3,0.7235796290844864,122,79
20,q,cq,C-,4,0.6117424242424243,122,66
20,cq,cq,all,oof,0.8021667118889341,1224,756
20,cq,cq,all,0,0.7467654986522911,246,140
20,cq,cq,all,1,0.7976115650534256,246,172
20,cq,cq,all,2,0.8473304473304475,244,154
20,cq,cq,all,3,0.8544303797468354,244,158
20,cq,cq,all,4,0.7907873376623377,244,132
20,cq,cq,C+,oof,0.8029326640437751,612,378
20,cq,cq,C+,0,0.7487870619946091,123,70
20,cq,cq,C+,1,0.796668761785041,123,86
20,cq,cq,C+,2,0.8510822510822511,122,77
20,cq,cq,C+,3,0.8545775684427435,122,79
20,cq,cq,C+,4,0.7884199134199136,122,66
20,cq,cq,C-,oof,0.8008750508750508,612,378
20,cq,cq,C-,0,0.7439353099730457,123,70
20,cq,cq,C-,1,0.7938403519798868,123,86
20,cq,cq,C-,2,0.8441558441558441,122,77
20,cq,cq,C-,3,0.853988813659111,122,79
20,cq,cq,C-,4,0.7949134199134199,122,66
20,cq,q,all,oof,0.7470605526161082,1224,756
20,cq,q,all,0,0.708355795148248,246,140
20,cq,q,all,1,0.7702702702702703,246,172
20,cq,q,all,2,0.7691197691197691,244,154
20,cq,q,all,3,0.7856932587577273,244,158
20,cq,q,all,4,0.7094155844155844,244,132
20,cq,q,C+,oof,0.7470605526161083,612,378
20,cq,q,C+,0,0.708355795148248,123,70
20,cq,q,C+,1,0.7702702702702703,123,86
20,cq,q,C+,2,0.7691197691197691,122,77
20,cq,q,C+,3,0.7856932587577276,122,79
20,cq,q,C+,4,0.7094155844155844,122,66
20,cq,q,C-,oof,0.7470605526161083,612,378
20,cq,q,C-,0,0.708355795148248,123,70
20,cq,q,C-,1,0.7702702702702703,123,86
20,cq,q,C-,2,0.7691197691197691,122,77
20,cq,q,C-,3,0.7856932587577276,122,79
20,cq,q,C-,4,0.7094155844155844,122,66
21,q,q,all,oof,0.855300049744494,1224,756
21,q,q,all,0,0.8126684636118598,246,140
21,q,q,all,1,0.866436203645506,246,172
21,q,q,all,2,0.8756132756132756,244,154
21,q,q,all,3,0.8975566676479246,244,158
21,q,q,all,4,0.863095238095238,244,132
21,q,q,C+,oof,0.8553000497444941,612,378
21,q,q,C+,0,0.81266846361186,123,70
21,q,q,C+,1,0.866436203645506,123,86
21,q,q,C+,2,0.8756132756132756,122,77
21,q,q,C+,3,0.8975566676479245,122,79
21,q,q,C+,4,0.8630952380952381,122,66
21,q,q,C-,oof,0.8553000497444941,612,378
21,q,q,C-,0,0.81266846361186,123,70
21,q,q,C-,1,0.866436203645506,123,86
21,q,q,C-,2,0.8756132756132756,122,77
21,q,q,C-,3,0.8975566676479245,122,79
21,q,q,C-,4,0.8630952380952381,122,66
21,q,cq,all,oof,0.6596346040790486,1224,756
21,q,cq,all,0,0.6830188679245284,246,140
21,q,cq,all,1,0.629242614707731,246,172
21,q,cq,all,2,0.6506493506493506,244,154
21,q,cq,all,3,0.7168089490727112,244,158
21,q,cq,all,4,0.6228354978354979,244,132
21,q,cq,C+,oof,0.6559602948491838,612,378
21,q,cq,C+,0,0.6784366576819406,123,70
21,q,cq,C+,1,0.639220615964802,123,86
21,q,cq,C+,2,0.6167388167388167,122,77
21,q,cq,C+,3,0.7073888725345894,122,79
21,q,cq,C+,4,0.6309523809523809,122,66
21,q,cq,C-,oof,0.6705218649663094,612,378
21,q,cq,C-,0,0.6867924528301886,123,70
21,q,cq,C-,1,0.6304211187932118,123,86
21,q,cq,C-,2,0.6868686868686869,122,77
21,q,cq,C-,3,0.7353547247571387,122,79
21,q,cq,C-,4,0.622564935064935,122,66
21,cq,cq,all,oof,0.7987665626554514,1224,756
21,cq,cq,all,0,0.7475741239892183,246,140
21,cq,cq,all,1,0.7883406662476429,246,172
21,cq,cq,all,2,0.8318903318903319,244,154
21,cq,cq,all,3,0.867382984986753,244,158
21,cq,cq,all,4,0.7862554112554112,244,132
21,cq,cq,C+,oof,0.8000949667616333,612,378
21,cq,cq,C+,0,0.7555256064690027,123,70
21,cq,cq,C+,1,0.7960402262727845,123,86
21,cq,cq,C+,2,0.8285714285714285,122,77
21,cq,cq,C+,3,0.8698851928171917,122,79
21,cq,cq,C+,4,0.777056277056277,122,66
21,cq,cq,C-,oof,0.797460769682992,612,378
21,cq,cq,C-,0,0.7407008086253369,123,70
21,cq,cq,C-,1,0.780012570710245,123,86
21,cq,cq,C-,2,0.8329004329004329,122,77
21,cq,cq,C-,3,0.8669414188990285,122,79
21,cq,cq,C-,4,0.7932900432900433,122,66
21,cq,q,all,oof,0.7054334554334555,1224,756
21,cq,q,all,0,0.6641509433962264,246,140
21,cq,q,all,1,0.7234443746071654,246,172
21,cq,q,all,2,0.7238095238095238,244,154
21,cq,q,all,3,0.7215189873417721,244,158
21,cq,q,all,4,0.7045454545454546,244,132
21,cq,q,C+,oof,0.7054334554334554,612,378
21,cq,q,C+,0,0.6641509433962265,123,70
21,cq,q,C+,1,0.7234443746071654,123,86
21,cq,q,C+,2,0.7238095238095239,122,77
21,cq,q,C+,3,0.7215189873417722,122,79
21,cq,q,C+,4,0.7045454545454545,122,66
21,cq,q,C-,oof,0.7054334554334554,612,378
21,cq,q,C-,0,0.6641509433962265,123,70
21,cq,q,C-,1,0.7234443746071654,123,86
21,cq,q,C-,2,0.7238095238095239,122,77
21,cq,q,C-,3,0.7215189873417722,122,79
21,cq,q,C-,4,0.7045454545454545,122,66
22,q,q,all,oof,0.8540790485234929,1224,756
22,q,q,all,0,0.8105121293800539,246,140
22,q,q,all,1,0.8733500942803268,246,172
22,q,q,all,2,0.8874458874458874,244,154
22,q,q,all,3,0.8937297615543126,244,158
22,q,q,all,4,0.8322510822510822,244,132
22,q,q,C+,oof,0.8540790485234928,612,378
22,q,q,C+,0,0.8105121293800539,123,70
22,q,q,C+,1,0.8733500942803268,123,86
22,q,q,C+,2,0.8874458874458874,122,77
22,q,q,C+,3,0.8937297615543126,122,79
22,q,q,C+,4,0.8322510822510821,122,66
22,q,q,C-,oof,0.8540790485234928,612,378
22,q,q,C-,0,0.8105121293800539,123,70
22,q,q,C-,1,0.8733500942803268,123,86
22,q,q,C-,2,0.8874458874458874,122,77
22,q,q,C-,3,0.8937297615543126,122,79
22,q,q,C-,4,0.8322510822510821,122,66
22,q,cq,all,oof,0.6604825215936327,1224,756
22,q,cq,all,0,0.6763477088948786,246,140
22,q,cq,all,1,0.6444060339409177,246,172
22,q,cq,all,2,0.6839105339105339,244,154
22,q,cq,all,3,0.6893582572858405,244,158
22,q,cq,all,4,0.6183035714285714,244,132
22,q,cq,C+,oof,0.6549654049654049,612,378
22,q,cq,C+,0,0.6819407008086253,123,70
22,q,cq,C+,1,0.6480201131363922,123,86
22,q,cq,C+,2,0.655988455988456,122,77
22,q,cq,C+,3,0.6753017368266117,122,79
22,q,cq,C+,4,0.6201298701298701,122,66
22,q,cq,C-,oof,0.6714263103151992,612,378
22,q,cq,C-,0,0.6768194070080862,123,70
22,q,cq,C-,1,0.6511627906976745,123,86
22,q,cq,C-,2,0.7174603174603175,122,77
22,q,cq,C-,3,0.7171033264645275,122,79
22,q,cq,C-,4,0.6166125541125541,122,66
22,cq,cq,all,oof,0.7890466015466016,1224,756
22,cq,cq,all,0,0.7330188679245283,246,140
22,cq,cq,all,1,0.786926461345066,246,172
22,cq,cq,all,2,0.8208513708513709,244,154
22,cq,cq,all,3,0.8430968501619076,244,158
22,cq,cq,all,4,0.7727272727272728,244,132
22,cq,cq,C+,oof,0.792192375525709,612,378
22,cq,cq,C+,0,0.7388140161725067,123,70
22,cq,cq,C+,1,0.7950974230043997,123,86
22,cq,cq,C+,2,0.8167388167388168,122,77
22,cq,cq,C+,3,0.8460406240800706,122,79
22,cq,cq,C+,4,0.7778679653679654,122,66
22,cq,cq,C-,oof,0.7856916745805635,612,378
22,cq,cq,C-,0,0.726145552560647,123,70
22,cq,cq,C-,1,0.7806411062225016,123,86
22,cq,cq,C-,2,0.8236652236652237,122,77
22,cq,cq,C-,3,0.8366205475419487,122,79
22,cq,cq,C-,4,0.7654220779220778,122,66
22,cq,q,all,oof,0.6883846606068829,1224,756
22,cq,q,all,0,0.6431266846361186,246,140
22,cq,q,all,1,0.6913890634820867,246,172
22,cq,q,all,2,0.7399711399711398,244,154
22,cq,q,all,3,0.7141595525463644,244,158
22,cq,q,all,4,0.6528679653679652,244,132
22,cq,q,C+,oof,0.6883846606068829,612,378
22,cq,q,C+,0,0.6431266846361186,123,70
22,cq,q,C+,1,0.6913890634820867,123,86
22,cq,q,C+,2,0.73997113997114,122,77
22,cq,q,C+,3,0.7141595525463644,122,79
22,cq,q,C+,4,0.6528679653679653,122,66
22,cq,q,C-,oof,0.6883846606068829,612,378
22,cq,q,C-,0,0.6431266846361186,123,70
22,cq,q,C-,1,0.6913890634820867,123,86
22,cq,q,C-,2,0.73997113997114,122,77
22,cq,q,C-,3,0.7141595525463644,122,79
22,cq,q,C-,4,0.6528679653679653,122,66
23,q,q,all,oof,0.8558653280875503,1224,756
23,q,q,all,0,0.8118598382749327,246,140
23,q,q,all,1,0.8764927718416091,246,172
23,q,q,all,2,0.8871572871572871,244,154
23,q,q,all,3,0.8807771563143951,244,158
23,q,q,all,4,0.8498376623376623,244,132
23,q,q,C+,oof,0.8558653280875503,612,378
23,q,q,C+,0,0.8118598382749327,123,70
23,q,q,C+,1,0.8764927718416091,123,86
23,q,q,C+,2,0.887157287157287,122,77
23,q,q,C+,3,0.8807771563143951,122,79
23,q,q,C+,4,0.8498376623376623,122,66
23,q,q,C-,oof,0.8558653280875503,612,378
23,q,q,C-,0,0.8118598382749327,123,70
23,q,q,C-,1,0.8764927718416091,123,86
23,q,q,C-,2,0.887157287157287,122,77
23,q,q,C-,3,0.8807771563143951,122,79
23,q,q,C-,4,0.8498376623376623,122,66
23,q,cq,all,oof,0.6653665264776376,1224,756
23,q,cq,all,0,0.6990566037735849,246,140
23,q,cq,all,1,0.6452702702702702,246,172
23,q,cq,all,2,0.677200577200577,244,154
23,q,cq,all,3,0.6888430968501619,244,158
23,q,cq,all,4,0.6496212121212122,244,132
23,q,cq,C+,oof,0.6574978519422963,612,378
23,q,cq,C+,0,0.7035040431266846,123,70
23,q,cq,C+,1,0.6546197360150849,123,86
23,q,cq,C+,2,0.6346320346320347,122,77
23,q,cq,C+,3,0.6638210185457757,122,79
23,q,cq,C+,4,0.6558441558441557,122,66
23,q,cq,C-,oof,0.675745036856148,612,378
23,q,cq,C-,0,0.7002695417789757,123,70
23,q,cq,C-,1,0.6401634192331866,123,86
23,q,cq,C-,2,0.716017316017316,122,77
23,q,cq,C-,3,0.7147483073299971,122,79
23,q,cq,C-,4,0.6417748917748918,122,66
23,cq,cq,all,oof,0.7732668566001899,1224,756
23,cq,cq,all,0,0.711522911051213,246,140
23,cq,cq,all,1,0.755813953488372,246,172
23,cq,cq,all,2,0.825108225108225,244,154
23,cq,cq,all,3,0.8154989696791286,244,158
23,cq,cq,all,4,0.7734036796536796,244,132
23,cq,cq,C+,oof,0.774386107719441,612,378
23,cq,cq,C+,0,0.7080862533692721,123,70
23,cq,cq,C+,1,0.7699560025141419,123,86
23,cq,cq,C+,2,0.8167388167388168,122,77
23,cq,cq,C+,3,0.8257285840447454,122,79
23,cq,cq,C+,4,0.7681277056277056,122,66
23,cq,cq,C-,oof,0.7720345498123276,612,378
23,cq,cq,C-,0,0.7121293800539084,123,70
23,cq,cq,C-,1,0.7410433689503456,123,86
23,cq,cq,C-,2,0.8311688311688311,122,77
23,cq,cq,C-,3,0.8051221666176037,122,79
23,cq,cq,C-,4,0.7767857142857143,122,66
23,cq,q,all,oof,0.6638063582508027,1224,756
23,cq,q,all,0,0.6269541778975741,246,140
23,cq,q,all,1,0.684475172847266,246,172
23,cq,q,all,2,0.773160173160173,244,154
23,cq,q,all,3,0.6408595819841036,244,158
23,cq,q,all,4,0.6198593073593074,244,132
23,cq,q,C+,oof,0.6638063582508027,612,378
23,cq,q,C+,0,0.626954177897574,123,70
23,cq,q,C+,1,0.6844751728472658,123,86
23,cq,q,C+,2,0.773160173160173,122,77
23,cq,q,C+,3,0.6408595819841036,122,79
23,cq,q,C+,4,0.6198593073593074,122,66
23,cq,q,C-,oof,0.6638063582508027,612,378
23,cq,q,C-,0,0.626954177897574,123,70
23,cq,q,C-,1,0.6844751728472658,123,86
23,cq,q,C-,2,0.773160173160173,122,77
23,cq,q,C-,3,0.6408595819841036,122,79
23,cq,q,C-,4,0.6198593073593074,122,66
24,q,q,all,oof,0.8597092208203319,1224,756
24,q,q,all,0,0.8169811320754717,246,140
24,q,q,all,1,0.8824638592080452,246,172
24,q,q,all,2,0.8929292929292929,244,154
24,q,q,all,3,0.8863703267589049,244,158
24,q,q,all,4,0.843073593073593,244,132
24,q,q,C+,oof,0.8597092208203319,612,378
24,q,q,C+,0,0.8169811320754716,123,70
24,q,q,C+,1,0.8824638592080452,123,86
24,q,q,C+,2,0.8929292929292929,122,77
24,q,q,C+,3,0.8863703267589049,122,79
24,q,q,C+,4,0.8430735930735931,122,66
24,q,q,C-,oof,0.8597092208203319,612,378
24,q,q,C-,0,0.8169811320754716,123,70
24,q,q,C-,1,0.8824638592080452,123,86
24,q,q,C-,2,0.8929292929292929,122,77
24,q,q,C-,3,0.8863703267589049,122,79
24,q,q,C-,4,0.8430735930735931,122,66
24,q,cq,all,oof,0.6698520101297879,1224,756
24,q,cq,all,0,0.7042452830188679,246,140
24,q,cq,all,1,0.6443274670018856,246,172
24,q,cq,all,2,0.6930014430014431,244,154
24,q,cq,all,3,0.6906829555490138,244,158
24,q,cq,all,4,0.6413690476190476,244,132
24,q,cq,C+,oof,0.6564577397910731,612,378
24,q,cq,C+,0,0.6954177897574124,123,70
24,q,cq,C+,1,0.6332495285983658,123,86
24,q,cq,C+,2,0.6556998556998558,122,77
24,q,cq,C+,3,0.6620547541948778,122,79
24,q,cq,C+,4,0.6501623376623377,122,66
24,q,cq,C-,oof,0.6861235472346584,612,378
