layer,train_input,test_input,subset,fold,auroc,n,pos
32,q,cq,all,oof,0.6368623660290327,1224,756
32,q,cq,all,0,0.697843665768194,246,140
32,q,cq,all,1,0.6927247014456316,246,172
32,q,cq,all,2,0.6810966810966811,244,154
32,q,cq,all,3,0.6651457168089491,244,158
32,q,cq,all,4,0.6107278138528139,244,132
32,q,cq,C+,oof,0.624689096911319,612,378
32,q,cq,C+,0,0.7032345013477089,123,70
32,q,cq,C+,1,0.707416719044626,123,86
32,q,cq,C+,2,0.6447330447330448,122,77
32,q,cq,C+,3,0.6396820724168384,122,79
32,q,cq,C+,4,0.6028138528138527,122,66
32,q,cq,C-,oof,0.654049654049654,612,378
32,q,cq,C-,0,0.7018867924528301,123,70
32,q,cq,C-,1,0.6882463859208046,123,86
32,q,cq,C-,2,0.724963924963925,122,77
32,q,cq,C-,3,0.710921401236385,122,79
32,q,cq,C-,4,0.6287878787878788,122,66
32,cq,cq,all,oof,0.7641715280604169,1224,756
32,cq,cq,all,0,0.7125336927223719,246,140
32,cq,cq,all,1,0.7965901948460087,246,172
32,cq,cq,all,2,0.8188311688311688,244,154
32,cq,cq,all,3,0.7625846335001472,244,158
32,cq,cq,all,4,0.7651515151515151,244,132
32,cq,cq,C+,oof,0.7643580699136254,612,378
32,cq,cq,C+,0,0.731266846361186,123,70
32,cq,cq,C+,1,0.8230672532998115,123,86
32,cq,cq,C+,2,0.799134199134199,122,77
32,cq,cq,C+,3,0.7415366499852811,122,79
32,cq,cq,C+,4,0.7757034632034632,122,66
32,cq,cq,C-,oof,0.7633631800298467,612,378
32,cq,cq,C-,0,0.6962264150943396,123,70
32,cq,cq,C-,1,0.7737272155876809,123,86
32,cq,cq,C-,2,0.8395382395382396,122,77
32,cq,cq,C-,3,0.7798057109214013,122,79
32,cq,cq,C-,4,0.7575757575757576,122,66
32,cq,q,all,oof,0.7227875005652784,1224,756
32,cq,q,all,0,0.6859838274932614,246,140
32,cq,q,all,1,0.8214959145191703,246,172
32,cq,q,all,2,0.7445887445887447,244,154
32,cq,q,all,3,0.7023844568737121,244,158
32,cq,q,all,4,0.7524350649350648,244,132
32,cq,q,C+,oof,0.7227875005652784,612,378
32,cq,q,C+,0,0.6859838274932614,123,70
32,cq,q,C+,1,0.8214959145191703,123,86
32,cq,q,C+,2,0.7445887445887446,122,77
32,cq,q,C+,3,0.7023844568737121,122,79
32,cq,q,C+,4,0.7524350649350648,122,66
32,cq,q,C-,oof,0.7227875005652784,612,378
32,cq,q,C-,0,0.6859838274932614,123,70
32,cq,q,C-,1,0.8214959145191703,123,86
32,cq,q,C-,2,0.7445887445887446,122,77
32,cq,q,C-,3,0.7023844568737121,122,79
32,cq,q,C-,4,0.7524350649350648,122,66
